ts,q,th
954.0,0.27940152,98.1508
955.0,0.2721312,98.1955
956.0,0.22034254,98.4415
957.0,0.33938529,98.4985
958.0,0.51289247,98.2058
959.0,0.18842221,98.5737
960.0,0.16118362,98.9325
961.0,0.18909669,99.1583
962.0,0.37323074,98.7408
963.0,0.38378908,98.3423
964.0,0.23427026,98.3784
965.0,0.41014018,98.1503
966.0,0.29479408,98.4557
967.0,0.12580824,98.8504
968.0,0.35185407,98.5946
969.0,0.25915906,98.4423
970.0,0.52625642,97.8637
971.0,0.2215272,98.1008
972.0,0.3412506,98.0416
973.0,0.16839038,98.3798
974.0,0.41735592,98.1125
975.0,0.20914264,98.1788
976.0,0.32098673,98.1139
977.0,0.16404711,98.3935
978.0,0.20295767,98.7413
979.0,0.43781138,98.7526
980.0,0.11805573,99.0535
981.0,0.29129769,99.0988
982.0,0.47379296,98.536
983.0,0.38754418,98.2891
984.0,0.28370684,98.2393
985.0,0.18169374,98.3525
986.0,0.1220915,98.5515
987.0,0.28818667,98.5677
988.0,0.3081096,98.6019
989.0,0.16544316,98.7881
990.0,0.13744427,99.0527
991.0,0.20837161,99.3505
992.0,0.28568014,99.6603
993.0,0.22522814,100.005
994.0,0.18132408,100.33
995.0,0.12418816,100.628
996.0,0.35264284,100.344
997.0,0.13633327,100.463
998.0,0.19951266,100.539
999.0,0.35867476,100.304
1000.0,0.22678334,100.236
1001.0,0.20709126,100.182
1002.0,0.22130069,100.184
1003.0,0.50463379,99.2455
1004.0,0.30145567,98.9079
1005.0,0.32858988,98.656
1006.0,0.21913318,98.6345
1007.0,0.16525665,98.8317
1008.0,0.26759926,98.9156
1009.0,0.28286754,98.8129
1010.0,0.32805206,98.5507
1011.0,0.32523609,98.6768
1012.0,0.37626453,98.7464
1013.0,0.25072818,98.905
1014.0,0.34381783,98.7187
1015.0,0.16743607,98.8246
1016.0,0.21396268,98.8602
1017.0,0.11252905,99.1044
1018.0,0.24549271,99.206
1019.0,0.37517807,99.0509
1020.0,0.46145424,98.692
1021.0,0.28224446,98.7984
1022.0,0.28337405,98.8409
1023.0,0.28611046,98.836
1024.0,0.5509383,97.3917
1025.0,0.34066738,97.1076
1026.0,0.15197145,97.4692
1027.0,0.26603861,97.8166
1028.0,0.24659475,98.1695
1029.0,0.25536054,98.3585
1030.0,0.27645732,98.4006
1031.0,0.28917628,98.4476
1032.0,0.16348541,98.823
1033.0,0.33951888,99.1682
1034.0,0.27046157,99.4531
1035.0,0.218746,99.6012
1036.0,0.29002222,99.4696
1037.0,0.12328041,99.6875
1038.0,0.43963134,99.1518
1039.0,0.35291303,98.8935
1040.0,0.26518102,98.8522
1041.0,0.23655523,98.8913
1042.0,0.25199344,98.9899
1043.0,0.1676527,99.2111
1044.0,0.32686007,99.0249
1045.0,0.12405345,99.2476
1046.0,0.3266601,99.0664
1047.0,0.17034562,99.3522
1048.0,0.19270485,99.6978
1049.0,0.47662693,99.367
1050.0,0.34686269,99.0866
1051.0,0.38262922,98.5864
1052.0,0.203194,98.6646
1053.0,0.21528451,98.7502
1054.0,0.31300494,98.5654
1055.0,0.39066327,98.0199
1056.0,0.2408428,98.1287
1057.0,0.24570769,98.4655
1058.0,0.24286516,98.7917
1059.0,0.13402357,99.1546
1060.0,0.22927376,99.4488
1061.0,0.30903107,99.4553
1062.0,0.26820378,99.3765
1063.0,0.18099952,99.5508
1064.0,0.3445215,99.5381
1065.0,0.32518471,99.5362
1066.0,0.26678874,99.5133
1067.0,0.22478715,99.5383
1068.0,0.26348579,99.378
1069.0,0.15592763,99.4981
1070.0,0.23837348,99.5497
1071.0,0.37908335,99.2487
1072.0,0.12150219,99.4629
1073.0,0.27508732,99.4717
1074.0,0.15348803,99.7488
1075.0,0.34248014,99.7183
1076.0,0.30478277,99.6235
1077.0,0.2779158,99.5248
1078.0,0.26602543,99.3977
1079.0,0.33206054,99.1236
1080.0,0.26641912,99.1916
1081.0,0.33763805,98.9099
1082.0,0.51996992,97.9124
1083.0,0.33146935,97.8156
1084.0,0.47597072,97.1725
1085.0,0.22900815,97.2901
1086.0,0.30414237,97.3071
1087.0,0.17400329,97.556
1088.0,0.25946327,97.7154
1089.0,0.20744045,98.0671
1090.0,0.32442896,98.4077
1091.0,0.32951397,98.6142
1092.0,0.39886047,98.6574
1093.0,0.25991138,98.891
1094.0,0.37271513,98.6455
1095.0,0.17252572,98.7914
1096.0,0.2481284,98.7537
1097.0,0.18805505,98.8613
1098.0,0.1187272,99.0981
1099.0,0.27114157,99.1639
1100.0,0.41266141,98.9656
1101.0,0.21701996,99.2425
1102.0,0.25069271,99.4481
1103.0,0.31989274,99.4545
1104.0,0.1749462,99.6974
1105.0,0.29293996,99.5927
1106.0,0.22205554,99.5598
1107.0,0.38306989,98.9381
1108.0,0.2404988,99.0298
1109.0,0.13125138,99.3661
1110.0,0.39629095,99.1617
1111.0,0.16052844,99.3453
1112.0,0.45269696,98.8101
1113.0,0.40280081,98.2825
1114.0,0.38265205,97.943
1115.0,0.11809846,98.2721
1116.0,0.51848121,97.4344
1117.0,0.19957772,97.6021
1118.0,0.34374244,97.4779
1119.0,0.1480862,97.7902
1120.0,0.3873902,97.8966
1121.0,0.36396804,97.9994
1122.0,0.11246691,98.3731
1123.0,0.37118863,98.2625
1124.0,0.29577806,98.4444
1125.0,0.11537941,98.8387
1126.0,0.27714097,98.9945
1127.0,0.30300001,98.9519
1128.0,0.12146752,99.1953
1129.0,0.20959934,99.3695
1130.0,0.28655503,99.5186
1131.0,0.21197461,99.7618
1132.0,0.31161134,99.6815
1133.0,0.37962268,99.4847
1134.0,0.34361053,99.1786
1135.0,0.34420044,98.8903
1136.0,0.32432702,98.5941
1137.0,0.15779537,98.6986
1138.0,0.35146401,98.3824
1139.0,0.21075228,98.4697
1140.0,0.10536601,98.7447
1141.0,0.14969349,99.0337
1142.0,0.28411633,99.2018
1143.0,0.42073507,99.054
1144.0,0.18182116,99.34
1145.0,0.29937767,99.4528
1146.0,0.18999271,99.6683
1147.0,0.41690553,99.2451
1148.0,0.14458814,99.4766
1149.0,0.22754941,99.4622
1150.0,0.29193579,99.1086
1151.0,0.37433432,98.8449
1152.0,0.23111732,99.0834
1153.0,0.31028898,99.012
1154.0,0.37140427,98.6642
1155.0,0.13553399,98.9293
1156.0,0.53167429,98.1678
1157.0,0.29135621,97.9834
1158.0,0.49578433,97.4315
1159.0,0.21491085,97.5882
1160.0,0.40753269,97.2716
1161.0,0.19269702,97.5537
1162.0,0.25476299,97.6623
1163.0,0.1665678,97.9709
1164.0,0.41198057,98.0895
1165.0,0.33517725,98.1799
1166.0,0.12627724,98.5851
1167.0,0.13878546,99.0185
1168.0,0.36771822,99.0446
1169.0,0.17444083,99.3207
1170.0,0.12694018,99.6491
1171.0,0.18912788,99.8869
1172.0,0.32286175,99.68
1173.0,0.17641353,99.7981
1174.0,0.31153833,99.8034
1175.0,0.2185273,100.067
1176.0,0.19898006,100.273
1177.0,0.21098182,100.301
1178.0,0.11834471,100.474
1179.0,0.52977876,99.5706
1180.0,0.18646956,99.5311
1181.0,0.31537572,99.2765
1182.0,0.18447284,99.4238
1183.0,0.45731656,98.8059
1184.0,0.13504128,99.0044
1185.0,0.3658656,98.5215
1186.0,0.20313369,98.5104
1187.0,0.31147607,98.5654
1188.0,0.22968091,98.9091
1189.0,0.17308105,99.1838
1190.0,0.34570086,99.008
1191.0,0.1944952,99.1651
1192.0,0.27292667,99.3328
1193.0,0.11914179,99.6616
1194.0,0.20139396,99.8764
1195.0,0.25798405,99.9632
1196.0,0.46323237,99.4004
1197.0,0.50532146,98.4644
1198.0,0.2897878,98.3537
1199.0,0.42190335,97.798
1200.0,0.21888205,97.7495
1201.0,0.41103214,97.0093
1202.0,0.10836722,97.31
1203.0,0.17615242,97.6775
1204.0,0.20959359,98.1064
1205.0,0.18575075,98.5786
1206.0,0.26581299,99.0105
1207.0,0.38151057,99.0524
1208.0,0.18424918,99.3629
1209.0,0.27606314,99.5658
1210.0,0.17616725,99.8184
1211.0,0.17362879,100.091
1212.0,0.30916379,100.07
1213.0,0.42776688,99.2498
1214.0,0.2612939,99.0735
1215.0,0.20065052,99.1988
1216.0,0.16064457,99.4739
1217.0,0.22056389,99.6863
1218.0,0.17383541,99.8786
1219.0,0.32683857,99.6413
1220.0,0.14242755,99.7726
1221.0,0.1277185,99.9358
1222.0,0.22298505,100.001
1223.0,0.19084367,100.24
1224.0,0.20542504,100.544
1225.0,0.28452314,100.691
1226.0,0.22955096,100.745
1227.0,0.22037776,100.704
1228.0,0.409371,100.028
1229.0,0.20335102,100.091
1230.0,0.44794229,99.2623
1231.0,0.21200893,99.1627
1232.0,0.34841733,98.6953
1233.0,0.31547358,98.4671
1234.0,0.36947369,98.0591
1235.0,0.46229396,97.5838
1236.0,0.26762134,97.6522
1237.0,0.37004285,97.6432
1238.0,0.37697806,97.4271
1239.0,0.20837167,97.6546
1240.0,0.28686034,97.7759
1241.0,0.21260432,98.0507
1242.0,0.14840304,98.4222
1243.0,0.13407561,98.8216
1244.0,0.3257381,99.0834
1245.0,0.17705589,99.4111
1246.0,0.24341519,99.6124
1247.0,0.267559,99.7992
1248.0,0.21257882,100.081
1249.0,0.27591204,100.184
1250.0,0.53931158,99.2184
1251.0,0.29811593,98.8094
1252.0,0.10868663,98.9826
1253.0,0.53253414,97.96
1254.0,0.27093796,97.8304
1255.0,0.30865902,97.6345
1256.0,0.30318603,97.5148
1257.0,0.17599867,97.8673
1258.0,0.20222471,98.3326
1259.0,0.17033163,98.7979
1260.0,0.24632961,99.0584
1261.0,0.45720638,98.6605
1262.0,0.16217484,99.0712
1263.0,0.2332524,99.3979
1264.0,0.41308264,99.1376
1265.0,0.17731608,99.3581
1266.0,0.35227445,99.0531
1267.0,0.37311505,98.4244
1268.0,0.4107196,98.0018
1269.0,0.38482581,97.8601
1270.0,0.21405377,97.9197
1271.0,0.28460303,97.9815
1272.0,0.29505057,98.0463
1273.0,0.14307746,98.3023
1274.0,0.3753019,98.2038
1275.0,0.15132221,98.5544
1276.0,0.23884306,98.8711
1277.0,0.34715086,99.0214
1278.0,0.21279367,99.3314
1279.0,0.31448487,99.3306
1280.0,0.26393662,99.337
1281.0,0.26483327,99.3563
1282.0,0.43140245,98.8204
1283.0,0.17152579,99.0241
1284.0,0.24905399,99.0095
1285.0,0.19748717,99.1358
1286.0,0.23648806,99.2742
1287.0,0.24951178,99.3445
1288.0,0.4857459,98.7091
1289.0,0.49193321,98.0306
1290.0,0.25755095,98.2373
1291.0,0.17106316,98.4807
1292.0,0.32375661,98.2269
1293.0,0.26753358,98.0753
1294.0,0.43769541,97.4692
1295.0,0.29290178,97.6955
1296.0,0.2341012,98.1401
1297.0,0.34674158,98.4443
1298.0,0.53049819,97.6232
1299.0,0.21893973,97.7145
1300.0,0.22848314,97.8735
1301.0,0.49778677,97.4992
1302.0,0.38740041,97.2855
1303.0,0.14820935,97.5264
1304.0,0.15871615,97.8012
1305.0,0.14979417,98.1384
1306.0,0.36551671,98.3469
1307.0,0.36966951,98.4326
1308.0,0.36301383,98.1676
1309.0,0.22842328,98.4718
1310.0,0.2203658,98.8907
1311.0,0.16087727,99.3003
1312.0,0.1906584,99.6041
1313.0,0.14732548,99.8057
1314.0,0.11916692,99.9644
1315.0,0.15507843,100.042
1316.0,0.33091058,99.8439
1317.0,0.3345911,99.8829
1318.0,0.14463245,100.212
1319.0,0.28736872,100.38
1320.0,0.45943878,99.771
1321.0,0.28997505,99.4335
1322.0,0.29062064,98.9851
1323.0,0.58508883,97.4492
1324.0,0.28635954,97.4638
1325.0,0.13611377,97.6984
1326.0,0.1987348,97.8182
1327.0,0.22724587,98.007
1328.0,0.19437502,98.3782
1329.0,0.18929577,98.7674
1330.0,0.37765958,98.6769
1331.0,0.53655874,98.3154
1332.0,0.19932171,98.7866
1333.0,0.15913416,99.1883
1334.0,0.12834302,99.4868
1335.0,0.30811838,99.2398
1336.0,0.28711496,98.978
1337.0,0.31304094,98.6364
1338.0,0.27346191,98.6067
1339.0,0.22037863,98.9095
1340.0,0.44870949,98.9963
1341.0,0.41766862,98.44
1342.0,0.14075408,98.533
1343.0,0.17030403,98.6678
1344.0,0.40033332,98.3489
1345.0,0.25789693,98.4349
1346.0,0.48869228,97.7372
1347.0,0.14704148,98.0025
1348.0,0.2932478,98.2419
1349.0,0.15572401,98.6593
1350.0,0.24349326,98.987
1351.0,0.15490499,99.2437
1352.0,0.23304001,99.2422
1353.0,0.15912718,99.4498
1354.0,0.31501654,99.5087
1355.0,0.24007092,99.698
1356.0,0.3195233,99.8785
1357.0,0.1946754,100.139
1358.0,0.2549612,100.165
1359.0,0.28428459,100.005
1360.0,0.36317345,99.4898
1361.0,0.17478617,99.5339
1362.0,0.18775826,99.5805
1363.0,0.16524104,99.7217
1364.0,0.30533644,99.6371
1365.0,0.29421396,99.5878
1366.0,0.25852977,99.6028
1367.0,0.14742389,99.7875
1368.0,0.12238979,100.009
1369.0,0.21822366,100.128
1370.0,0.36526927,99.9925
1371.0,0.44643519,99.3324
1372.0,0.2376868,99.1912
1373.0,0.45965502,98.5729
1374.0,0.19690929,98.7344
1375.0,0.19124237,98.8522
1376.0,0.23597463,98.6985
1377.0,0.37248081,98.1673
1378.0,0.16151388,98.4564
1379.0,0.28968572,98.7065
1380.0,0.29164447,98.9262
1381.0,0.37837508,98.8448
1382.0,0.32205109,98.9358
1383.0,0.26772958,98.8643
1384.0,0.38430006,98.4092
1385.0,0.31418771,98.3531
1386.0,0.2784325,98.2751
1387.0,0.22935855,98.3751
1388.0,0.35169217,98.2855
1389.0,0.17689778,98.6011
1390.0,0.15718575,98.9406
1391.0,0.28102583,99.064
1392.0,0.28504084,99.1206
1393.0,0.33010385,99.168
1394.0,0.2965138,99.2391
1395.0,0.19637535,99.4321
1396.0,0.35845385,99.2037
1397.0,0.15396981,99.4488
1398.0,0.22931369,99.5547
1399.0,0.1309758,99.7275
1400.0,0.15577249,99.8516
1401.0,0.12940301,100.044
1402.0,0.16831904,100.232
1403.0,0.36954265,100.061
1404.0,0.21887237,100.239
1405.0,0.20082602,100.431
1406.0,0.39449087,100.1
1407.0,0.18502723,100.279
1408.0,0.1578825,100.461
1409.0,0.26523191,100.306
1410.0,0.19597286,100.223
1411.0,0.20609157,100.071
1412.0,0.20204345,100.015
1413.0,0.15168616,100.199
1414.0,0.26599754,100.268
1415.0,0.16293687,100.447
1416.0,0.52986187,99.7128
1417.0,0.38383632,99.2224
1418.0,0.43760421,98.4228
1419.0,0.32471045,97.9921
1420.0,0.20864418,97.9288
1421.0,0.18585332,97.969
1422.0,0.31614608,97.7129
1423.0,0.1678016,97.9995
1424.0,0.17811214,98.4292
1425.0,0.32904029,98.7532
1426.0,0.15183024,99.1512
1427.0,0.14242743,99.55
1428.0,0.12530095,99.9423
1429.0,0.15699481,100.335
1430.0,0.1744099,100.686
1431.0,0.18808533,100.954
1432.0,0.39755393,100.552
1433.0,0.40379109,100.049
1434.0,0.20376787,100.059
1435.0,0.22523257,100.065
1436.0,0.25650385,100.033
1437.0,0.17878862,100.046
1438.0,0.31647971,99.471
1439.0,0.32548789,98.9304
1440.0,0.12787731,99.1263
1441.0,0.35556695,99.1078
1442.0,0.18629226,99.4497
1443.0,0.11295707,99.7995
1444.0,0.42007659,99.4341
1445.0,0.18849812,99.5191
1446.0,0.33511008,99.2239
1447.0,0.17396172,99.3812
1448.0,0.13553169,99.6476
1449.0,0.41589013,99.3116
1450.0,0.30756913,99.1657
1451.0,0.13220019,99.4032
1452.0,0.28436324,99.253
1453.0,0.46538986,98.7385
1454.0,0.46165352,98.1066
1455.0,0.42190393,97.3502
1456.0,0.22275563,97.556
1457.0,0.21233309,97.854
1458.0,0.27494159,97.8547
1459.0,0.17146555,97.9969
1460.0,0.5015069,97.5856
1461.0,0.16770569,98.0232
1462.0,0.33723365,98.3406
1463.0,0.54466126,97.981
1464.0,0.16719613,98.1874
1465.0,0.30893,97.9931
1466.0,0.31481405,97.7637
1467.0,0.46690794,97.4446
1468.0,0.13901925,97.7899
1469.0,0.36191336,97.6368
1470.0,0.17598432,97.9968
1471.0,0.24611767,98.4391
1472.0,0.26175041,98.7608
1473.0,0.15833986,99.0204
1474.0,0.26214302,99.0962
1475.0,0.21754391,99.3019
1476.0,0.22902035,99.5779
1477.0,0.22459116,99.9043
1478.0,0.30364415,99.9455
1479.0,0.33940846,99.7915
1480.0,0.46395546,99.0387
1481.0,0.35984678,98.5743
1482.0,0.10305573,98.784
1483.0,0.40896452,98.2274
1484.0,0.26445083,98.0964
1485.0,0.23974606,98.1122
1486.0,0.2320325,98.2533
1487.0,0.31289281,98.3317
1488.0,0.2742899,98.6158
1489.0,0.30201463,98.8843
1490.0,0.22850818,99.1062
1491.0,0.25489812,99.1726
1492.0,0.4677162,98.7588
1493.0,0.35831083,98.4224
1494.0,0.35662276,98.1114
1495.0,0.19630969,98.3035
1496.0,0.36185597,98.1143
1497.0,0.14433202,98.369
1498.0,0.31540449,98.234
1499.0,0.28307871,98.2564
1500.0,0.4393179,98.2032
1501.0,0.2070537,98.5302
1502.0,0.13419844,98.8934
1503.0,0.1614219,99.2323
1504.0,0.2550333,99.3637
1505.0,0.33711537,99.2342
1506.0,0.11060518,99.4983
1507.0,0.35060083,99.2742
1508.0,0.3017658,99.2407
1509.0,0.13607726,99.546
1510.0,0.2977715,99.7424
1511.0,0.32603687,99.6062
1512.0,0.26086559,99.3634
1513.0,0.59019067,98.1225
1514.0,0.35737348,97.7611
1515.0,0.2880933,97.7931
1516.0,0.35957805,97.4182
1517.0,0.11938149,97.6682
1518.0,0.20815705,97.8781
1519.0,0.25290547,98.0203
1520.0,0.49614408,97.7061
1521.0,0.237976,98.1972
1522.0,0.16535736,98.6721
1523.0,0.18221988,99.0629
1524.0,0.22472661,99.3161
1525.0,0.39070175,99.1415
1526.0,0.29200154,98.9772
1527.0,0.174296,99.0581
1528.0,0.28736655,99.0331
1529.0,0.38125844,99.1048
1530.0,0.13191958,99.4369
1531.0,0.25314432,99.4555
1532.0,0.35902369,98.9328
1533.0,0.23242847,98.9871
1534.0,0.24363243,99.1894
1535.0,0.21341024,99.4116
1536.0,0.20541424,99.5432
1537.0,0.44117599,99.0297
1538.0,0.20676644,99.2461
1539.0,0.26602379,99.2462
1540.0,0.29913594,99.1268
1541.0,0.16415308,99.3861
1542.0,0.19272127,99.6125
1543.0,0.47098186,98.904
1544.0,0.53945637,97.8527
1545.0,0.26374819,98.0388
1546.0,0.43337768,97.52
1547.0,0.25991493,97.5253
1548.0,0.10439619,97.7773
1549.0,0.19961486,97.834
1550.0,0.65613227,96.8633
1551.0,0.43535114,97.0027
1552.0,0.11949268,97.4157
1553.0,0.12937629,97.7902
1554.0,0.13376406,98.1524
1555.0,0.43428577,98.0481
1556.0,0.16525698,98.2391
1557.0,0.27338134,98.0448
1558.0,0.46781446,97.9695
1559.0,0.20799051,98.5316
1560.0,0.20396437,99.0427
1561.0,0.22464832,99.3646
1562.0,0.14562139,99.5514
1563.0,0.4941406,98.5826
1564.0,0.2468368,98.7252
1565.0,0.31441973,98.5862
1566.0,0.24726239,98.7691
1567.0,0.28869167,99.0041
1568.0,0.47831513,98.2373
1569.0,0.26788553,98.029
1570.0,0.26416533,98.0977
1571.0,0.22614479,98.4494
1572.0,0.32476027,98.4981
1573.0,0.27445101,98.5378
1574.0,0.23952125,98.6257
1575.0,0.12822403,98.8906
1576.0,0.37432579,98.8503
1577.0,0.14849854,99.2462
1578.0,0.49194143,98.8706
1579.0,0.28759358,98.7606
1580.0,0.32373717,98.6121
1581.0,0.30812937,98.5614
1582.0,0.15117707,98.7791
1583.0,0.38061226,98.3147
1584.0,0.13454642,98.5615
1585.0,0.30553986,98.5312
1586.0,0.26993381,98.6949
1587.0,0.16923589,99.0918
1588.0,0.22684027,99.3984
1589.0,0.3470338,99.3536
1590.0,0.31209283,99.3241
1591.0,0.31821591,99.1581
1592.0,0.15326226,99.3989
1593.0,0.34531182,99.2075
1594.0,0.29379166,99.1139
1595.0,0.45988763,98.3446
1596.0,0.18244963,98.4494
1597.0,0.13481365,98.72
1598.0,0.28722403,98.8277
1599.0,0.22363991,99.032
1600.0,0.5059777,98.2972
1601.0,0.17153202,98.4929
1602.0,0.37945583,98.3464
1603.0,0.19655843,98.6543
1604.0,0.43561068,98.4478
1605.0,0.28244144,98.2046
1606.0,0.12981968,98.4083
1607.0,0.25711095,98.4413
1608.0,0.56608389,97.9247
1609.0,0.32922305,97.8112
1610.0,0.15416529,98.108
1611.0,0.37915814,97.9162
1612.0,0.25935259,98.1539
1613.0,0.10403371,98.5037
1614.0,0.17799983,98.7521
1615.0,0.13828612,98.9471
1616.0,0.23883054,98.9677
1617.0,0.10011305,99.2782
1618.0,0.15008689,99.6738
1619.0,0.51379634,99.6448
1620.0,0.24109862,99.7604
1621.0,0.29275578,99.7353
1622.0,0.44550236,99.2318
1623.0,0.21037621,99.1121
1624.0,0.12300593,99.2077
1625.0,0.37425247,98.5071
1626.0,0.29814022,98.2053
1627.0,0.18626546,98.5369
1628.0,0.2350957,98.8968
1629.0,0.19712665,99.162
1630.0,0.25387902,99.278
1631.0,0.17913879,99.5734
1632.0,0.22832874,99.8797
1633.0,0.30956171,99.8509
1634.0,0.54563129,98.9487
1635.0,0.28969822,98.906
1636.0,0.19000183,98.9996
1637.0,0.24221568,98.9434
1638.0,0.32609804,98.6214
1639.0,0.18233571,98.6962
1640.0,0.19795609,98.7467
1641.0,0.48458872,98.1587
1642.0,0.1178001,98.5633
1643.0,0.22107874,99.0401
1644.0,0.25676432,99.3841
1645.0,0.15896377,99.6559
1646.0,0.32461914,99.4512
1647.0,0.18431157,99.5965
1648.0,0.19999444,99.766
1649.0,0.15996097,99.9507
1650.0,0.28350811,99.8488
1651.0,0.32280695,99.9037
1652.0,0.33639693,99.7879
1653.0,0.33715755,99.4353
1654.0,0.36508395,99.0004
1655.0,0.19513523,99.1243
1656.0,0.23372155,99.1087
1657.0,0.59936276,97.5918
1658.0,0.16549842,97.8291
1659.0,0.17752588,98.12
1660.0,0.15424661,98.4444
1661.0,0.16575684,98.7656
1662.0,0.39006048,98.6813
1663.0,0.13485156,99.0113
1664.0,0.19990393,99.261
1665.0,0.30038672,99.1525
1666.0,0.28921869,99.2778
1667.0,0.220593,99.7258
1668.0,0.48492311,99.2566
1669.0,0.22246189,99.0943
1670.0,0.26065675,98.9706
1671.0,0.16287057,99.212
1672.0,0.19791614,99.3658
1673.0,0.26907474,99.2376
1674.0,0.28683247,99.1665
1675.0,0.40705166,98.7813
1676.0,0.20746118,98.978
1677.0,0.48474202,98.7326
1678.0,0.11224092,99.0031
1679.0,0.40524393,98.469
1680.0,0.18544059,98.493
1681.0,0.43825399,97.8821
1682.0,0.19423847,98.1039
1683.0,0.48054493,97.7286
1684.0,0.18986061,97.9721
1685.0,0.43395989,97.8459
1686.0,0.15342472,98.1025
1687.0,0.22493594,98.3282
1688.0,0.26719467,98.4201
1689.0,0.11510385,98.7283
1690.0,0.23755917,99.0021
1691.0,0.21386876,99.2426
1692.0,0.20105132,99.4983
1693.0,0.28847805,99.7281
1694.0,0.38589137,99.5943
1695.0,0.45846571,99.145
1696.0,0.46433115,98.2659
1697.0,0.41304043,97.4453
1698.0,0.15146527,97.5759
1699.0,0.44597558,96.844
1700.0,0.26753264,96.9611
1701.0,0.40188141,96.9891
1702.0,0.15891729,97.4426
1703.0,0.15978091,97.9194
1704.0,0.30651846,98.2903
1705.0,0.1620907,98.725
1706.0,0.3314389,98.8883
1707.0,0.30330141,98.8888
1708.0,0.41167855,98.7686
1709.0,0.40929446,98.5567
1710.0,0.19559957,98.7588
1711.0,0.29763901,98.5288
1712.0,0.1191791,98.7374
1713.0,0.27119757,98.6791
1714.0,0.49183971,97.9923
1715.0,0.22482728,98.1899
1716.0,0.46157335,98.025
1717.0,0.27799826,98.245
1718.0,0.4968431,97.4865
1719.0,0.20523118,97.4932
1720.0,0.3411635,97.315
1721.0,0.28672929,97.6073
1722.0,0.24991069,97.861
1723.0,0.17480221,98.1721
1724.0,0.17026794,98.5544
1725.0,0.35900123,98.6504
1726.0,0.28022186,98.8523
1727.0,0.27754231,99.1531
1728.0,0.21576611,99.3928
1729.0,0.119948,99.677
1730.0,0.25696729,99.8151
1731.0,0.35553395,99.647
1732.0,0.51302967,98.5564
1733.0,0.25836744,98.5417
1734.0,0.38887705,98.3093
1735.0,0.36499711,97.9787
1736.0,0.16011427,98.0816
1737.0,0.12155364,98.2457
1738.0,0.22449592,98.2714
1739.0,0.40404722,98.0979
1740.0,0.22357002,98.4931
1741.0,0.34135948,98.7172
1742.0,0.31011192,98.7817
1743.0,0.21523025,99.0678
1744.0,0.21898671,99.3577
1745.0,0.18966571,99.5776
1746.0,0.15951179,99.7055
1747.0,0.37845578,99.1874
1748.0,0.21906659,99.3777
1749.0,0.14890607,99.6826
1750.0,0.43931266,99.3286
1751.0,0.17695547,99.5756
1752.0,0.26960979,99.6515
1753.0,0.18753163,99.7779
1754.0,0.26739535,99.643
1755.0,0.1796421,99.6838
1756.0,0.17367033,99.7937
1757.0,0.13664445,100.036
1758.0,0.26323484,100.125
1759.0,0.53223955,99.2614
1760.0,0.26352846,99.3722
1761.0,0.27105962,99.3293
1762.0,0.22101103,99.3531
1763.0,0.22412414,99.367
1764.0,0.21368844,99.3831
1765.0,0.19987102,99.3541
1766.0,0.29830399,99.0047
1767.0,0.24868937,99.0795
1768.0,0.58164999,98.6859
1769.0,0.26167513,98.73
1770.0,0.41183495,98.1911
1771.0,0.46123037,97.2448
1772.0,0.38448237,96.7213
1773.0,0.24696276,96.7912
1774.0,0.12587289,97.1583
1775.0,0.19813272,97.6318
1776.0,0.33230706,98.0159
1777.0,0.16400571,98.3749
1778.0,0.49163039,98.1066
1779.0,0.40915682,98.1705
1780.0,0.29781614,98.407
1781.0,0.46494682,97.7749
1782.0,0.38073081,97.1535
1783.0,0.44781784,96.5321
1784.0,0.47921694,96.3526
1785.0,0.12420477,96.7936
1786.0,0.22898397,97.1722
1787.0,0.17048468,97.5186
1788.0,0.19883179,97.8585
1789.0,0.20202998,98.263
1790.0,0.20309917,98.68
1791.0,0.27606387,98.9795
1792.0,0.18730702,99.36
1793.0,0.10395567,99.7465
1794.0,0.16089149,100.17
1795.0,0.12268618,100.574
1796.0,0.15128781,100.986
1797.0,0.2989371,101.16
1798.0,0.17759429,101.286
1799.0,0.16425801,101.376
1800.0,0.16642249,101.441
1801.0,0.29756998,101.168
1802.0,0.27780231,100.981
1803.0,0.22902415,100.976
1804.0,0.29233755,100.689
1805.0,0.24900978,100.368
1806.0,0.32561544,99.8464
1807.0,0.3412783,99.4625
1808.0,0.20792259,99.392
1809.0,0.16160938,99.462
1810.0,0.4311284,98.9204
1811.0,0.15073342,99.1346
1812.0,0.30428074,99.0332
1813.0,0.50662306,98.2504
1814.0,0.29414821,98.2477
1815.0,0.15847016,98.5508
1816.0,0.30367269,98.5268
1817.0,0.15726608,98.6753
1818.0,0.45565332,98.2242
1819.0,0.4270475,97.7099
1820.0,0.12184113,98.038
1821.0,0.29630461,98.358
1822.0,0.32361261,98.562
1823.0,0.12588138,98.8466
1824.0,0.29426783,98.7377
1825.0,0.18773587,98.866
1826.0,0.37589806,98.6362
1827.0,0.16904303,99.0086
1828.0,0.20605529,99.4081
1829.0,0.13746271,99.7894
1830.0,0.16696518,100.088
1831.0,0.25829704,100.121
1832.0,0.37889052,99.8583
1833.0,0.32308997,99.6121
1834.0,0.26063904,99.5499
1835.0,0.16133292,99.7403
1836.0,0.27157782,99.8097
1837.0,0.43835867,99.0817
1838.0,0.24380046,98.8389
1839.0,0.18708202,98.8776
1840.0,0.25417453,98.9436
